BARK,haar,-0.019243544792,0.57719954464,1.1713311735
BARK,daub4,-0.10983008668,0.54352357186,1.2357753414
BARK,coif6,-0.113332654,0.54174864681,1.2381442544
BARK,daub6,-0.16108465521,0.53129339358,1.2768673567
BARK,sym8,-0.18796662628,0.53327321112,1.3021693526
BARK,daub8,-0.18903757867,0.53159250263,1.302459578
BARK,coif12,-0.19165365611,0.52724878291,1.3030846923
BARK,daub10,-0.20698255629,0.52665565509,1.3168800516
BARK,daub12,-0.22505599332,0.52728140505,1.333712063
BARK,coif18,-0.22621513169,0.52459787644,1.3337190413
MEL,haar,-0.059434010813,0.8179495812,1.3384475861
BARK,daub14,-0.23587160151,0.51758368304,1.3398774139
BARK,sym16,-0.24234940105,0.51679694041,1.3455523445
BARK,daub16,-0.24443938421,0.5156215914,1.3470319248
BARK,coif24,-0.24813974983,0.51476675423,1.3501250484
BARK,daub18,-0.24992752659,0.51927979048,1.3535029821
BARK,daub20,-0.25364592447,0.51657765276,1.3559058136
BARK,coif30,-0.25626533364,0.51111271514,1.3562591183
BARK,daub22,-0.25775073794,0.50901755474,1.3568477401
BARK,daub26,-0.26331722665,0.50660147253,1.3611081761
BARK,daub24,-0.26427150391,0.50432605706,1.3611492231
BARK,daub30,-0.26763536233,0.50075894661,1.3629596232
BARK,daub28,-0.26678413562,0.50618334406,1.3641714057
BARK,daub36,-0.2702330593,0.49816124964,1.3644253939
BARK,daub32,-0.27077597259,0.49700858026,1.3645105721
BARK,sym32,-0.27143585314,0.49563731759,1.3646264981
BARK,daub34,-0.2715180476,0.49809577354,1.3655978709
BARK,beylkin18,-0.27405171882,0.49393608605,1.3664481839
BARK,daub40,-0.2744005356,0.49399377334,1.3667942688
BARK,daub44,-0.27549645406,0.49381248903,1.3677507005
BARK,daub42,-0.27626665556,0.49233090541,1.3679350484
BARK,vaidyanathan24,-0.27613016521,0.49317877788,1.3681131187
BARK,daub38,-0.27512942921,0.4968217903,1.3684980645
BARK,daub50,-0.27806089762,0.48982528124,1.3687105115
BARK,daub46,-0.27687447151,0.49334910572,1.368868787
BARK,daub48,-0.27826990172,0.49134391942,1.3694498124
BARK,daub52,-0.27911603329,0.48948152769,1.3695729234
BARK,daub54,-0.28028206988,0.49034801142,1.3709716812
BARK,daub58,-0.28103680176,0.48908514946,1.3712255726
BARK,daub56,-0.28227860469,0.48967261482,1.3725952389
BARK,daub60,-0.28311882857,0.48842588687,1.3729361876
BARK,daub62,-0.28390708537,0.48885714228,1.3738263025
BARK,daub66,-0.28490636673,0.48806111295,1.3744773629
BARK,daub68,-0.28556278751,0.4876079442,1.3749302484
BARK,daub70,-0.28567912276,0.48738998293,1.3749617457
BARK,daub64,-0.28561054104,0.48816994676,1.3751743017
BARK,daub72,-0.28764126841,0.48695222753,1.3766417501
BARK,daub74,-0.28882490282,0.4868864793,1.3777256889
BARK,daub76,-0.28939287641,0.48581037562,1.3778772481
MEL,daub4,-0.10801859422,0.82124969847,1.3791868156
MEL,coif6,-0.11059583194,0.82244186208,1.3819673362
MEL,daub70,-0.12745373447,0.81068373781,1.3886540412
MEL,daub72,-0.12692198418,0.81143721759,1.3886624919
